Address
"-19.898464668171645, -43.99443356619363"
"-19.931939823766424, -43.92184215222159"
"-19.876213841188374, -43.963169652326975"
"-19.90715092037653, -43.913035632542055"
"-19.960188213109863, -43.917997761483086"
"-19.89064948572807, -43.97035080646921"
"-19.964560431240997, -43.98904185568203"
"-19.920373626086423, -43.963682613831295"
"-19.963673452561036, -43.91528051699609"
"-19.949111666100983, -43.98839469626763"
"-19.91016742884242, -43.945594088827576"
"-19.919729360041067, -43.92399190801928"
"-19.96056229145007, -43.96973583852639"
"-19.935179225350137, -43.9725832638936"
"-19.948088405722952, -43.98251766763209"
"-19.898335090559968, -43.9593871721751"
"-19.964978597634452, -43.916645189938244"
"-19.89732894344968, -43.90563444220201"
"-19.948493943816274, -43.991398877788114"
"-19.953356513687655, -43.9697361977933"
"-19.964818338029016, -43.983222607465216"
"-19.907705384184293, -43.90171528979774"
"-19.87528170302373, -43.94867006985691"
"-19.96481959493866, -43.96298817455415"
"-19.880005238350588, -43.903980510526424"
"-19.931518665693797, -43.92953248901181"
"-19.946116225919404, -43.96977597798511"
"-19.875044321529003, -43.94114601017279"
"-19.949376060419954, -43.949038351855826"
"-19.913577585225667, -43.89539093824991"
"-19.969505353066335, -43.96525272782002"
"-19.902632343038068, -43.942660840743265"
"-19.942629991343043, -43.90548972105315"
"-19.896387267543847, -43.98229371975539"
"-19.93132726209851, -43.923985236385555"
"-19.935246254188336, -43.95301010044914"
"-19.885521030614928, -43.89732804071489"
"-19.884301575461667, -43.97278172512417"
"-19.887107634995203, -43.92864299933813"
"-19.925477957248248, -43.98601728520648"
"-19.88044566082044, -43.98742037311191"
"-19.924368704069735, -43.98456827953828"
"-19.8829872249492, -43.91644171055011"
"-19.88816560188378, -43.90874989405488"
"-19.88935757031694, -43.89954471807952"
"-19.969220538759906, -43.90983459622899"
"-19.880366858993867, -43.935427292692836"
"-19.940195156047743, -43.94919352688187"
"-19.942478450730235, -43.89855546654046"
"-19.96524634465419, -43.953079644134284"
"-19.922332530946925, -43.94070856851382"
"-19.953228145321788, -43.989876427393654"
"-19.933185612825046, -43.92938455024586"
"-19.93369516160411, -43.92698840124577"
"-19.881795977353956, -43.94710962748683"
"-19.96426782926656, -43.962141499357"
"-19.885019020746395, -43.99078137057722"
"-19.906279716720928, -43.90339061818647"
"-19.878278079152754, -43.90750692596197"
"-19.913393132893358, -43.93093309078744"
"-19.915082375038327, -43.939705478953506"
"-19.946736216425965, -43.94874706818053"
"-19.968022666283254, -43.935421802840324"
"-19.961101533015736, -43.91540670807651"
"-19.895357917661475, -43.9400743277327"
"-19.902375222541828, -43.89727940485569"
"-19.901623832279732, -43.94371173596382"
"-19.94744130577271, -43.94848145301772"
"-19.96345671247155, -43.94975650484775"
"-19.908846355039927, -43.90210361513197"
"-19.91317550628279, -43.96457437455831"
"-19.91906584727729, -43.962713685328566"
"-19.942225305190405, -43.928311603636836"
"-19.90608983777655, -43.91388712685097"
"-19.950386142229913, -43.969254318532975"
"-19.939192216301226, -43.93654578065221"
"-19.94349389545312, -43.98997306721313"
"-19.950942663760205, -43.96713572759103"
"-19.914294802447024, -43.99114926696199"
"-19.965246763693, -43.94779423558676"
"-19.918714292470536, -43.962524532487"
"-19.913220444581615, -43.974248376751966"
"-19.89271620366083, -43.99496045559296"
"-19.945394565889167, -43.99073320524014"
"-19.875767763528682, -43.895948169242565"
"-19.923558705099172, -43.898782297746024"
"-19.90734818825244, -43.969317959528865"
"-19.914913754402132, -43.95593686111444"
"-19.95484959097662, -43.90269974574694"
"-19.94537032769966, -43.96915919251503"
"-19.954546983434582, -43.93553671566594"
"-19.954334379643836, -43.91740143806134"
"-19.90563955301044, -43.937273573909636"
"-19.923488647570938, -43.89718207671193"
"-19.885160527472713, -43.9420175000598"
"-19.875703462851398, -43.90946896183881"
"-19.900743641963142, -43.92651611199633"
"-19.90547599463038, -43.993644125500346"
"-19.95045773852921, -43.97175837420316"
"-19.94590420000431, -43.971953133729066"
"-19.87730895382316, -43.9778681120074"
"-19.887163430783417, -43.9836821538389"
"-19.962361900645938, -43.94225922680766"
"-19.92083317519687, -43.91172987699671"
"-19.8815977026668, -43.934808894584"
"-19.873882567849797, -43.89797749443666"
"-19.972237548500363, -43.99316190164556"
"-19.873773685543068, -43.94979947590323"
"-19.954549290560593, -43.96717466023636"
"-19.886159393661536, -43.89981641651534"
"-19.960758786812708, -43.96114482704913"
"-19.88818793526717, -43.90228151644891"
"-19.89289997717234, -43.94599766675964"
"-19.92591631016367, -43.989635948747676"
"-19.898124686294178, -43.9671475719443"
"-19.903360493047984, -43.951989440569626"
"-19.88847763073109, -43.909448711538474"
"-19.898814593461655, -43.94396467291187"
"-19.965607418418852, -43.96702918038095"
"-19.94928249309565, -43.94732037539838"
"-19.956036386100223, -43.99395696836259"
"-19.91051148720389, -43.96014935333798"
"-19.963938838658603, -43.99420609373868"
"-19.91701580299323, -43.92012011300394"
"-19.95540881732892, -43.989149702946975"
"-19.914629814494724, -43.95341641441386"
"-19.916587098145257, -43.96844463478205"
"-19.963499261200695, -43.91322934260884"
"-19.968271447835846, -43.978845222803066"
"-19.951733199145288, -43.900593101873675"
"-19.956896236450074, -43.990991034979274"
"-19.939221460796894, -43.9603245272068"
"-19.965685270774507, -43.91145089244237"
"-19.930422445127398, -43.970215230543445"
"-19.948266505241104, -43.89772787030358"
"-19.943492311495632, -43.91682229006108"
"-19.95798436759491, -43.92625485158306"
"-19.915106250516246, -43.988164972968946"
"-19.939069915744355, -43.90480077619908"
"-19.908834129105934, -43.96449003765334"
"-19.949462073803172, -43.92002519056397"
"-19.90831647580403, -43.90533255552926"
"-19.877378622119927, -43.897835903332926"
"-19.910000329301614, -43.9217725746299"
"-19.886696630245606, -43.9604285437312"
"-19.932237924196972, -43.98313009321514"
"-19.945678611558826, -43.95746227199345"
"-19.88664251268632, -43.93756839959128"
"-19.89489996251825, -43.956856263170884"
